"Variable / Field Name","Form Name","Section Header","Field Type","Field Label","Choices, Calculations, OR Slider Labels","Field Note","Text Validation Type OR Show Slider Number","Text Validation Min","Text Validation Max",Identifier?,"Branching Logic (Show field only if...)","Required Field?","Custom Alignment","Question Number (surveys only)","Matrix Group Name","Matrix Ranking?","Field Annotation"
medical_ref_e_ext2,extended_followup_2,,radio,[medical_ref],"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[medical_ref_c_ext2] = '4' or [medical_ref_c_ext2] = '8'",,,,ease_of_use_ext2,,
medical_ref_2e_ext2,extended_followup_2,,radio,[medical_ref_2],"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[medical_ref_2c_ext2] = '4' or [medical_ref_2c_ext2] = '8'",,,,ease_of_use_ext2,,
medical_ref_3e_ext2,extended_followup_2,,radio,[medical_ref_3],"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[medical_ref_3c_ext2] = '4' or [medical_ref_3c_ext2] = '8'",,,,ease_of_use_ext2,,
social_ref_e_ext2,extended_followup_2,,radio,[social_ref],"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[social_ref_c_ext2] = '4' or [social_ref_c_ext2] = '8'",,,,ease_of_use_ext2,,
criminal_ref_e_ext2,extended_followup_2,,radio,[criminal_ref],"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[criminal_ref_c_ext2] = '4' or [criminal_ref_c_ext2] = '8'",,,,ease_of_use_ext2,,
violence_ref_e_ext2,extended_followup_2,,radio,[violence_ref],"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[violence_ref_c_ext2] = '4' or [violence_ref_c_ext2] = '8'",,,,ease_of_use_ext2,,
utilities_e_ext2,extended_followup_2,,radio,[utilities],"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[utilities_c_ext2] = '4' or [utilities_c_ext2] = '8'",,,,ease_of_use_ext2,,
utilities_2e_ext2,extended_followup_2,,radio,[utilities_2],"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[utilities_2c_ext2] = '4' or [utilities_2c_ext2] = '8'",,,,ease_of_use_ext2,,
other_ref1_e_ext2,extended_followup_2,,radio,[other_ref1],"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[other_ref1_c_ext2] = '4' or [other_ref1_c_ext2] = '8'",,,,ease_of_use_ext2,,
other_ref2_e_ext2,extended_followup_2,,radio,[other_ref2],"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[other_ref2_c_ext2] = '4' or [other_ref2_c_ext2] = '8'",,,,ease_of_use_ext2,,
other_ref3_e_ext2,extended_followup_2,,radio,[other_ref3],"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[other_ref3_c_ext2] = '4' or [other_ref3_c_ext2] = '8'",,,,ease_of_use_ext2,,
food_ref_u_ext2,extended_followup_2,Utility,radio,[food_ref],"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[food_ref_c_ext2] = '4' or [food_ref_c_ext2] = '8'",,,,utility_ext2,,
food_ref_2u_ext2,extended_followup_2,,radio,[food_ref_2],"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[food_ref_2c_ext2] = '4' or [food_ref_2c_ext2] = '8'",,,,utility_ext2,,
food_ref_3u_ext2,extended_followup_2,,radio,[food_ref_3],"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[food_ref_3c_ext2] = '4' or [food_ref_3c_ext2] = '8'",,,,utility_ext2,,
clothing_ref_u_ext2,extended_followup_2,,radio,[clothing_ref],"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[clothing_ref_c_ext2] ='4' or [clothing_ref_c_ext2] = '8'",,,,utility_ext2,,
clothing_ref_2u_ext2,extended_followup_2,,radio,[clothing_ref_2],"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[clothing_ref_2c_ext2] ='4' or [clothing_ref_2c_ext2] = '8'",,,,utility_ext2,,
transport_ref_u_ext2,extended_followup_2,,radio,[transport_ref],"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[transport_ref_c_ext2] = '4' or [transport_ref_c_ext2] = '8'",,,,utility_ext2,,
transport_ref_2u_ext2,extended_followup_2,,radio,[transport_ref_2],"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[transport_ref_2c_ext2] = '4' or [transport_ref_2c_ext2] = '8'",,,,utility_ext2,,
housing_ref_u_ext2,extended_followup_2,,radio,[housing_ref],"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[housing_ref_c_ext2] = '4' or [housing_ref_c_ext2] = '8'",,,,utility_ext2,,
housing_ref_2u_ext2,extended_followup_2,,radio,[housing_ref_2],"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[housing_ref_2c_ext2] = '4' or [housing_ref_2c_ext2] = '8'",,,,utility_ext2,,
housing_ref_3u_ext2,extended_followup_2,,radio,[housing_ref_3],"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[housing_ref_3c_ext2] = '4' or [housing_ref_3c_ext2] = '8'",,,,utility_ext2,,
edu_ref_u_ext2,extended_followup_2,,radio,[edu_ref],"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[edu_ref_c_ext2] = '4' or [edu_ref_c_ext2] = '8'",,,,utility_ext2,,
youth_ref_u_ext2,extended_followup_2,,radio,[youth_ref],"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[youth_ref_c_ext2] = '4' or [youth_ref_c_ext2] = '8'",,,,utility_ext2,,
fin_ref_u_ext2,extended_followup_2,,radio,[fin_ref],"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[fin_ref_c_ext2] = '4' or [fin_ref_c_ext2] = '8'",,,,utility_ext2,,
fin_ref_2u_ext2,extended_followup_2,,radio,[fin_ref_2],"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[fin_ref_2c_ext2] = '4' or [fin_ref_2c_ext2] = '8'",,,,utility_ext2,,
medical_ref_u_ext2,extended_followup_2,,radio,[medical_ref],"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[medical_ref_c_ext2] = '4' or [medical_ref_c_ext2] = '8'",,,,utility_ext2,,
medical_ref_2u_ext2,extended_followup_2,,radio,[medical_ref_2],"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[medical_ref_2c_ext2] = '4' or [medical_ref_2c_ext2] = '8'",,,,utility_ext2,,
medical_ref_3u_ext2,extended_followup_2,,radio,[medical_ref_3],"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[medical_ref_3c_ext2] = '4' or [medical_ref_3c_ext2] = '8'",,,,utility_ext2,,
social_ref_u_ext2,extended_followup_2,,radio,[social_ref],"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[social_ref_c_ext2] = '4' or [social_ref_c_ext2] = '8'",,,,utility_ext2,,
criminal_ref_u_ext2,extended_followup_2,,radio,[criminal_ref],"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[criminal_ref_c_ext2] = '4' or [criminal_ref_c_ext2] = '8'",,,,utility_ext2,,
violence_ref_u_ext2,extended_followup_2,,radio,[violence_ref],"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[violence_ref_c_ext2] = '4' or [violence_ref_c_ext2] = '8'",,,,utility_ext2,,
utilities_u_ext2,extended_followup_2,,radio,[utilities],"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[utilities_c_ext2] = '4' or [utilities_c_ext2] = '8'",,,,utility_ext2,,
utilities_2u_ext2,extended_followup_2,,radio,[utilities_2],"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[utilities_2c_ext2] = '4' or [utilities_2c_ext2] = '8'",,,,utility_ext2,,
other_ref1_u_ext2,extended_followup_2,,radio,[other_ref1],"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[other_ref1_c_ext2] = '4' or [other_ref1_c_ext2] = '8'",,,,utility_ext2,,
other_ref2_u_ext2,extended_followup_2,,radio,[other_ref2],"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[other_ref2_c_ext2] = '4' or [other_ref2_c_ext2] = '8'",,,,utility_ext2,,
other_ref3_u_ext2,extended_followup_2,,radio,[other_ref3],"1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10",,,,,,"[other_ref3_c_ext2] = '4' or [other_ref3_c_ext2] = '8'",,,,utility_ext2,,
food_ref_cr_ext2,extended_followup_2,"Call Result",checkbox,[food_ref],"1, Reminded patient about referral | 2, Provided patient specific information about their referral | 3, Used motivational interviewing/coaching techniques | 4, Recommended alternative resource | 5, Connecting patient back case manager",,,,,,"[food_ref] != """"",,,,call_result_ext2,,
food_ref_2cr_ext2,extended_followup_2,,checkbox,[food_ref_2],"1, Reminded patient about referral | 2, Provided patient specific information about their referral | 3, Used motivational interviewing/coaching techniques | 4, Recommended alternative resource | 5, Connecting patient back case manager",,,,,,"[food_ref_2] != """"",,,,call_result_ext2,,
food_ref_3cr_ext2,extended_followup_2,,checkbox,[food_ref_3],"1, Reminded patient about referral | 2, Provided patient specific information about their referral | 3, Used motivational interviewing/coaching techniques | 4, Recommended alternative resource | 5, Connecting patient back case manager",,,,,,"[food_ref_3] != """"",,,,call_result_ext2,,
clothing_ref_cr_ext2,extended_followup_2,,checkbox,[clothing_ref],"1, Reminded patient about referral | 2, Provided patient specific information about their referral | 3, Used motivational interviewing/coaching techniques | 4, Recommended alternative resource | 5, Connecting patient back case manager",,,,,,"[clothing_ref] != """"",,,,call_result_ext2,,
clothing_ref_2cr_ext2,extended_followup_2,,checkbox,[clothing_ref_2],"1, Reminded patient about referral | 2, Provided patient specific information about their referral | 3, Used motivational interviewing/coaching techniques | 4, Recommended alternative resource | 5, Connecting patient back case manager",,,,,,"[clothing_ref_2] != """"",,,,call_result_ext2,,
transport_ref_cr_ext2,extended_followup_2,,checkbox,[transport_ref],"1, Reminded patient about referral | 2, Provided patient specific information about their referral | 3, Used motivational interviewing/coaching techniques | 4, Recommended alternative resource | 5, Connecting patient back case manager",,,,,,"[transport_ref] != """"",,,,call_result_ext2,,
transport_ref_2cr_ext2,extended_followup_2,,checkbox,[transport_ref_2],"1, Reminded patient about referral | 2, Provided patient specific information about their referral | 3, Used motivational interviewing/coaching techniques | 4, Recommended alternative resource | 5, Connecting patient back case manager",,,,,,"[transport_ref_2] != """"",,,,call_result_ext2,,
housing_ref_cr_ext2,extended_followup_2,,checkbox,[housing_ref],"1, Reminded patient about referral | 2, Provided patient specific information about their referral | 3, Used motivational interviewing/coaching techniques | 4, Recommended alternative resource | 5, Connecting patient back case manager",,,,,,"[housing_ref] != """"",,,,call_result_ext2,,
housing_ref_2cr_ext2,extended_followup_2,,checkbox,[housing_ref_2],"1, Reminded patient about referral | 2, Provided patient specific information about their referral | 3, Used motivational interviewing/coaching techniques | 4, Recommended alternative resource | 5, Connecting patient back case manager",,,,,,"[housing_ref_2] != """"",,,,call_result_ext2,,
housing_ref_3cr_ext2,extended_followup_2,,checkbox,[housing_ref_3],"1, Reminded patient about referral | 2, Provided patient specific information about their referral | 3, Used motivational interviewing/coaching techniques | 4, Recommended alternative resource | 5, Connecting patient back case manager",,,,,,"[housing_ref_3] != """"",,,,call_result_ext2,,
edu_ref_cr_ext2,extended_followup_2,,checkbox,[edu_ref],"1, Reminded patient about referral | 2, Provided patient specific information about their referral | 3, Used motivational interviewing/coaching techniques | 4, Recommended alternative resource | 5, Connecting patient back case manager",,,,,,"[edu_ref] != """"",,,,call_result_ext2,,
youth_ref_cr_ext2,extended_followup_2,,checkbox,[youth_ref],"1, Reminded patient about referral | 2, Provided patient specific information about their referral | 3, Used motivational interviewing/coaching techniques | 4, Recommended alternative resource | 5, Connecting patient back case manager",,,,,,"[youth_ref] != """"",,,,call_result_ext2,,
fin_ref_cr_ext2,extended_followup_2,,checkbox,[fin_ref],"1, Reminded patient about referral | 2, Provided patient specific information about their referral | 3, Used motivational interviewing/coaching techniques | 4, Recommended alternative resource | 5, Connecting patient back case manager",,,,,,"[fin_ref] != """"",,,,call_result_ext2,,
fin_ref_2cr_ext2,extended_followup_2,,checkbox,[fin_ref_2],"1, Reminded patient about referral | 2, Provided patient specific information about their referral | 3, Used motivational interviewing/coaching techniques | 4, Recommended alternative resource | 5, Connecting patient back case manager",,,,,,"[fin_ref_2] != """"",,,,call_result_ext2,,
medical_ref_cr_ext2,extended_followup_2,,checkbox,[medical_ref],"1, Reminded patient about referral | 2, Provided patient specific information about their referral | 3, Used motivational interviewing/coaching techniques | 4, Recommended alternative resource | 5, Connecting patient back case manager",,,,,,"[medical_ref] != """"",,,,call_result_ext2,,
medical_ref_2cr_ext2,extended_followup_2,,checkbox,[medical_ref_2],"1, Reminded patient about referral | 2, Provided patient specific information about their referral | 3, Used motivational interviewing/coaching techniques | 4, Recommended alternative resource | 5, Connecting patient back case manager",,,,,,"[medical_ref_2] != """"",,,,call_result_ext2,,
medical_ref_3cr_ext2,extended_followup_2,,checkbox,[medical_ref_3],"1, Reminded patient about referral | 2, Provided patient specific information about their referral | 3, Used motivational interviewing/coaching techniques | 4, Recommended alternative resource | 5, Connecting patient back case manager",,,,,,"[medical_ref_3] != """"",,,,call_result_ext2,,
social_ref_cr_ext2,extended_followup_2,,checkbox,[social_ref],"1, Reminded patient about referral | 2, Provided patient specific information about their referral | 3, Used motivational interviewing/coaching techniques | 4, Recommended alternative resource | 5, Connecting patient back case manager",,,,,,"[social_ref] != """"",,,,call_result_ext2,,
criminal_ref_cr_ext2,extended_followup_2,,checkbox,[criminal_ref],"1, Reminded patient about referral | 2, Provided patient specific information about their referral | 3, Used motivational interviewing/coaching techniques | 4, Recommended alternative resource | 5, Connecting patient back case manager",,,,,,"[criminal_ref] != """"",,,,call_result_ext2,,
violence_ref_cr_ext2,extended_followup_2,,checkbox,[violence_ref],"1, Reminded patient about referral | 2, Provided patient specific information about their referral | 3, Used motivational interviewing/coaching techniques | 4, Recommended alternative resource | 5, Connecting patient back case manager",,,,,,"[violence_ref] != """"",,,,call_result_ext2,,
utilities_cr_ext2,extended_followup_2,,checkbox,[utilities],"1, Reminded patient about referral | 2, Provided patient specific information about their referral | 3, Used motivational interviewing/coaching techniques | 4, Recommended alternative resource | 5, Connecting patient back case manager",,,,,,"[utilities] != """"",,,,call_result_ext2,,
utilities_2cr_ext2,extended_followup_2,,checkbox,[utilities_2],"1, Reminded patient about referral | 2, Provided patient specific information about their referral | 3, Used motivational interviewing/coaching techniques | 4, Recommended alternative resource | 5, Connecting patient back case manager",,,,,,"[utilities_2] != """"",,,,call_result_ext2,,
other_ref1cr_ext2,extended_followup_2,,checkbox,[other_ref1],"1, Reminded patient about referral | 2, Provided patient specific information about their referral | 3, Used motivational interviewing/coaching techniques | 4, Recommended alternative resource | 5, Connecting patient back case manager",,,,,,"[other_ref1] != """"",,,,call_result_ext2,,
other_ref2cr_ext2,extended_followup_2,,checkbox,[other_ref2],"1, Reminded patient about referral | 2, Provided patient specific information about their referral | 3, Used motivational interviewing/coaching techniques | 4, Recommended alternative resource | 5, Connecting patient back case manager",,,,,,"[other_ref2] != """"",,,,call_result_ext2,,
other_ref3cr_ext2,extended_followup_2,,checkbox,[other_ref3],"1, Reminded patient about referral | 2, Provided patient specific information about their referral | 3, Used motivational interviewing/coaching techniques | 4, Recommended alternative resource | 5, Connecting patient back case manager",,,,,,"[other_ref3] != """"",,,,call_result_ext2,,
food_ref_notes_ext2,extended_followup_2,,notes,"Notes about Ease-of-Use/Utility: [food_ref]",,,,,,,"[food_ref_e_ext2] != """" or [food_ref_u_ext2] != """"",,,,,,
food_ref_2notes_ext2,extended_followup_2,,notes,"Notes about Ease-of-Use/Utility: [food_ref_2]",,,,,,,"[food_ref_2e_ext2] != """" or [food_ref_2u_ext2] != """"",,,,,,
food_ref_3notes_ext2,extended_followup_2,,notes,"Notes about Ease-of-Use/Utility: [food_ref_3]",,,,,,,"[food_ref_3e_ext2] != """" or [food_ref_3u_ext2] != """"",,,,,,
